页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
1,4816833317967192,大河报,2022-09-23 12:06:58,【陈继志陈词痛哭称对不起国家对不起唐山，受害方律师发声】9月23日，#唐山打人案一审宣判#，#唐山烧烤店打人案28名被告获刑#。庭审旁听人员告诉记者，在上周的庭审中，陈继志在最后陈词时曾痛哭流涕，说对不起国家，对不起唐山，对不起受害人。受害方律师、北京正公律师事务所主任崔家国告诉@大河报，28名被告全部到庭，宣判结束时情绪较为平静。详见陈继志在庭审中曾痛哭流涕称对不起唐山，受害人律师发声（大河报·豫视频记者陈曼胡嫦元张晶晶）,5166,6659,148777
1,4816892999762335,上海滩小律师,2022-09-23 16:04:07,【#唐山打人案一审宣判##陈继志一审被判24年#】这个案子从事发到判决，效率是相当的高，我注意到通报里说，从2012年以来，被告人陈继志等人还长期纠集在一起，在唐山市等地以暴力、威胁等手段，实施非法拘禁、聚众斗殴、故意伤害、开设赌场、抢劫、掩饰、隐瞒犯罪所得、帮助信息网络犯罪活动等违法犯罪活动，逐渐形成了以陈继志为纠集者，王晓磊等7名被告人为成员的恶势力组织。该恶势力组织为非作恶，欺压百姓，破坏当地经济、社会生活秩序，造成恶劣的社会影响。陈继志能判24年是因为各种罪实在太多了，从2012年就开始了各种犯罪，学过刑法的同学，一看到24年这个数字就明白很多了。刑法第六十九条规定【数罪并罚的一般原则】判决宣告以前一人犯数罪的，除判处死刑和无期徒刑的以外，应当在总和刑期以下、数刑中最高刑期以上，酌情决定执行的刑期，但是管制最高不能超过三年，拘役最高不能超过一年，有期徒刑总和刑期不满三十五年的，最高不能超过二十年，总和刑期在三十五年以上的，最高不能超过二十五年。数罪并罚有个原则叫限制加重原则，就是哪怕再多的罪，只要是很多小罪，哪怕最多也就二十五年。,10,35,467
1,4817493153285560,飞象网项立刚,2022-09-25 07:48:55,#做早饭时想#媒体传达的信息有两种，一种是事件，经常是以人与人的冲突，带着很大情绪化，给人以情感的震动，信息本身并无实质价值。比如最近的唐山打人事件。另一种是数据，这其实是社会发展变化的重要记录，它很少有情绪化，但它其实是产业、社会、经济发展的最完整的记录，信息本身就是有价值的。最近一个数字就非常有震撼力，但关注的人征少。【我国移动物联网连接数已达16.98亿户】截至8月底，我国移动物联网连接数已达16.98亿户，首次超过移动电话用户数。这条信息意味了，接入网络的各种终端设备，已超过人接入的数量，这意味智能互联网的一个重要节点到来。互联网的第一步是古典互联网，是人用作为信息传输。互联网的第二步是移动互联网，建立起一个为普通人生活服务的信息体系。互联网的第三步是智能互联网，是建立社会管理、社会运营、生产制造的新系统。这是人类又一次真正意义上的产业革命。全世界还处在第二步，只有中国迈入智能互联网，物联超过人联，这是重要的标志。古典互联网时代机会属于4大门户、BAT。移动互联网的主导是美团、滴滴、拼多多、抖音。智能互联网也会有新的企业和新人出现，把一切设备联上网，这是智能时代的第一步。,73,33,342
1,4816907889021591,环球人物杂志,2022-09-23 17:03:17,【#唐山打人案宣判本地人如何看#？】9月23日，廊坊市广阳区人民法院对“唐山打人案”公开宣判。唐山市民表示：这几个人给唐山抹黑了，罪有应得。希望大家不要因为这一些人抹杀了对整个城市的评价，欢迎大家来唐山做客。 #唐山打人案一审宣判# 环球人物杂志的微博视频 ,127,147,592
1,4816878474364378,胜利主义章北海,2022-09-23 15:06:24,#中国人#以立场划分阵营，例如女权主义、动物保护主义。这样的机制既能推动唐山打人等社会事件的厘清，也能因为“高铁是否售卖卫生巾”这样的话题挑起类似“男女对立”的争论。既能给鸿星尔克、蜂花以“野性消费”的支持，也能让一些如李宁一样的品牌百口莫辩。,26,111,768
1,4816856974886002,澎湃新闻,2022-09-23 13:40:58,#中国人#以立场划分阵营，例如女权主义、动物保护主义。这样的机制既能推动唐山打人等社会事件的厘清，也能因为“高铁是否售卖卫生巾”这样的话题挑起类似“男女对立”的争论。既能给鸿星尔克、蜂花以“野性消费”的支持，也能让一些如李宁一样的品牌百口莫辩。,20,27,76
1,4827285737180093,念父,2022-10-22 08:21:09,成都坐快速公交回家，一个剃着光头，穿着画有白色BOY老鹰图像T恤衫的中年男人坐在了我旁边，神似唐山打人事件中的那几个罪犯。顿时冷汗直冒,0,0,11
1,4827110340299855,哈局巡道工BG2AXK,2022-10-21 20:44:11,夏之光就唐山打人事件发声相信越来越多人会站出来吧梵高影视的微博视频,0,0,1
1,4827101679324343,梵高影视,2022-10-21 20:09:46,夏之光就唐山打人事件发声 相信越来越多人会站出来吧  梵高影视的微博视频 ,0,0,0
1,4827095967205410,BruceKwok,2022-10-21 19:47:04,#莆田鞋[超话]#唐山烧烤店打人事件，不仅是女孩子会感到恐惧，任何一个好好生活的正常人都会感到恐惧。我不希望大家把它单纯地看成是男女矛盾，而是遵纪守法生活的普通人和不遵循社会规则的人之间的矛盾。骚扰女生是很恐怖的，女性因为自己的性别更容易受到侵犯和骚扰。但更深层次的恐惧来源于，你知道这群人的目的...专注薯条的微博视频,0,0,0
1,4826931360694420,盖世英雄玉椒龙,2022-10-21 08:52:58,今年不正常的转发有很多。还是以唐山的案件为例子，一个一条微博没有发过的小号，发了一张没有正脸平头男人的图，说这是打人者出来了，甚至没有说这是哪个打人者。半个多小时内就上万转发。这根本不像活人能转发出来的，因为大部分人第一时间反应不应该是“这是哪个打人者”“长得像/不像”吗？一张没有正脸的图，而平头男子是中国各地随处可见的，更别说打人案被抓了九个人，难道没有任何人思考一下吗？,58,63,1213
1,4826984364641549,战友影视,2022-10-21 12:23:36,从唐山打人事件想到了一个韩国综艺《在当地吃得开吗》：徐锦江他儿子徐菲（黑衣服）和他同学在韩国搭讪一个小姐姐，视频中的男孩为了接触一个小吃店小姐姐，先是向路边的卖花小朋友买了100块的花。然后又写了自己的电话号码，让小朋友递给小姐姐。同样是中国男人，在同样的场合下，一个暴/力xsr，一个有礼貌有素质有涵养的温柔搭讪。真，人类世界的参次🈶！L#亿点曝光计划##剧集二创榜#战友影视的微博视频,0,1,1
